company_name,company_number,company_type,incorporation_date,nature_of_business,registered_office_address,_score
MW BUSINESS DEVELOPMENT LIMITED,13423104,ltd,26-05-2021,[66300],3 Varnells Terrace Henley-On-Thames England RG9 6SA,3.5
CROWN & BENTLEY BUSINESS FINANCE LIMITED,14937452,ltd,15-06-2023,[66300],3 Royal Court London England EC3V 3LR,3.5
FRANE HOLDING LTD,16424135,ltd,01-05-2025,"[64301,66220, 66300]",16424135 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH,3.5
LEANNE ENGLAND CAPITAL ACCOUNTING LIMITED,13643369,ltd,25-09-2021,[66300],Ribeck House Rowney Green Lane Birmingham England B48 7QP,3.5
ELBOW BEACH VENTURES LIMITED,14878721,ltd,18-05-2023,[66300],27-29 Union Street London England SE1 1SD,3.5
EDGEX SOLUTIONS LTD,16516010,ltd,13-06-2025,"[64192,65120, 66300]",16516010 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH,3.5
COLLINS & CO FINANCIAL PLANNING LTD,13565899,ltd,13-08-2021,[66300],5 Norwood Close Hinckley England LE10 1TS,3.5
SUPER STAR HOLDINGS LIMITED,14896742,ltd,26-05-2023,[66300],27 Old Gloucester Street London England WC1N 3AX,3.5
ACORN PORTFOLIO NO2 LIMITED,14848294,ltd,05-05-2023,[66300],29 York Street London United Kingdom W1H 1EZ,3.5
FRISLA HOLDINGS LTD,13223570,ltd,24-02-2021,[66300],Windsor House Cheltenham United Kingdom GL50 3AT,3.5
EM IMPACT CAPITAL LTD,15078422,ltd,17-08-2023,[66300],"4th Floor,  Silverstream House 45 Fitzroy Street London United Kingdom W1T 6EB",3.5
KENZ CAPITAL MANAGEMENT LIMITED,14801307,ltd,14-04-2023,[66300],"First Floor,  Flat 5 London United Kingdom SW5 9NP",3.5
ELDA RIVER UK LIMITED,14881990,ltd,19-05-2023,[66300],"Suite 1,  7th Floor 50 Broadway London United Kingdom SW1H 0DB",3.5
BLACKOAK CAPITAL PARTNERS LIMITED,13435298,ltd,02-06-2021,[66300],City Place Chester United Kingdom CH1 3BQ,3.5
GRAYSTONE CAPITALE LIMITED,13676672,ltd,13-10-2021,[66300],Seymour Chambers Liverpool England L3 5NW,3.5
CLAYGATE TRUSTEES LIMITED,13695866,ltd,21-10-2021,[66300],Pattenden Lane Nr Tonbridge United Kingdom TN12 9QJ,3.5
NEW MARK ADVISORS LIMITED,15353023,ltd,15-12-2023,[66300],One Mayfair Place London England W1J 8AJ,3.5
AW21 INVESTMENTS LIMITED,13340390,ltd,16-04-2021,[66300],53 Dyer Street Cirencester England GL7 2PP,3.5
CIBRA CAPITAL LTD,15189615,ltd,05-10-2023,[66300],37-38 Long Acre London United Kingdom WC2E 9JT,3.5
MILLADY LIMITED,13471123,ltd,22-06-2021,[66300],Webbs Farmhouse Pole Lane Witham United Kingdom CM8 1RD,3.5
N CAPITAL LTD,13228001,ltd,25-02-2021,[66300],13228001 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH,3.5
CAERULEAN,12033910,private-unlimited,05-06-2019,[66300],Arle House Bishops Sutton SO24 0AA,3.5
MANTEIO CAPITAL UK LIMITED,14980641,ltd,04-07-2023,[66300],10 Queen Street Place London United Kingdom EC4R 1AG,3.5
PREMIER INVESTMENT CONSULTING LIMITED,13368355,ltd,30-04-2021,[66300],A M P House Croydon England CR0 2LX,3.5
ROI ASSET MANAGEMENT LTD,13303016,ltd,30-03-2021,[66300],76 Onslow Gardens Wallington England SM6 9QQ,3.5
THEA BARNES LEGACY FUND CIC,12080887,private-limited-guarant-nsc,02-07-2019,[66300],28 Benett Gardens London United Kingdom SW16 4QE,3.5
DEVELOPMENT GUARANTEE GROUP LTD,13210209,ltd,18-02-2021,[66300],Oriel House Richmond TW9 1DL,3.5
CORSICA STREET LTD,13373684,ltd,04-05-2021,[66300],"1st Floor Cloister House,  Riverside Salford England M3 5FS",3.5
L E J INVESTMENTS LTD,13789109,ltd,08-12-2021,[66300],Gowran House 56 Broad Street Bristol United Kingdom BS37 6AG,3.5
MARTIN C FRENETTE LTD,15073530,ltd,15-08-2023,[66300],6 Ambleside Road London England NW10 3UJ,3.5
NSM FUNDS (UK) LIMITED,14807798,ltd,17-04-2023,[66300],46-48 James Street London England W1U 1EZ,3.5
APG PI NO2 LIMITED,15093982,ltd,24-08-2023,[66300],29 York Street London United Kingdom W1H 1EZ,3.5
IONA STAR CAPITAL GENERAL PARTNER LIMITED,14990584,ltd,10-07-2023,[66300],Iona Star Fora London England SE1 9PA,3.5
APG PI NO3 LIMITED,15123185,ltd,07-09-2023,[66300],29 York Street London United Kingdom W1H 1EZ,3.5
PJS CAPITAL LIMITED,13527374,ltd,23-07-2021,[66300],2 Pear Tree Close Sheffield England S21 1FR,3.5
A&A INVESTMENT GROUP LTD,13495173,ltd,05-07-2021,[66300],12 Adbert Drive Maidstone England ME15 0DE,3.5
STACKED FINANCE LTD,13655474,ltd,01-10-2021,[66300],C/O Alexander & Co Centurion House Manchester United Kingdom M3 3WR,3.5
CHRIS SIMONS WEALTH MANAGEMENT LTD,13313076,ltd,03-04-2021,[66300],College Business Centre Derby United Kingdom DE22 3WZ,3.5
CAPITAL DYNAMICS MMDV UK LTD,13207821,ltd,17-02-2021,[66300],One Snowhill Birmingham United Kingdom B4 6GB,3.5
ASD RBS TRUSTEE LIMITED,13749676,ltd,17-11-2021,[66300],Valley Farm Road Leeds United Kingdom LS10 1SD,3.5
VERTIS CAPITAL PARTNERS LIMITED,15354221,ltd,15-12-2023,[66300],6th Floor 9 Appold Street London England EC2A 2AP,3.5
BRASIL WARRANT UK LIMITED,14955585,ltd,23-06-2023,[66300],4th Floor 3 More London Riverside London United Kingdom SE1 2AQ,3.5
EMERALD INVESTCO 1 LTD,15123184,ltd,07-09-2023,[66300],36 Grantbridge Street London England N1 8JN,3.5
FPC ACRE GENERAL PARTNER LIMITED,13241340,ltd,03-03-2021,[66300],C/O Dwf Company Secretarial Services Limited 1 Scott Place Manchester United Kingdom M3 3AA,3.5
MISSION FINANCIAL PLANNING LIMITED,13521233,ltd,20-07-2021,[66300],"Berwick Workspace,  Boarding School Yard Berwick Upon Tweed United Kingdom TD15 1BN",3.5
APG PI NO5 LIMITED,15266966,ltd,07-11-2023,[66300],29 York Street London United Kingdom W1H 1EZ,3.5
SUR MULTI FAMILY OFFICE LIMITED,14631840,ltd,01-02-2023,[66300],3rd Floor East London England W1K 4HX,3.5
APG PI NO4 LIMITED,15207773,ltd,12-10-2023,[66300],29 York Street London United Kingdom W1H 1EZ,3.5
INSAAPH CAPITAL LIMITED,14597529,ltd,17-01-2023,[66300],"2nd Floor,  Heathmans House London England SW6 4TJ",3.5
KALIX CAPITAL UK LIMITED,14701230,ltd,02-03-2023,[66300],71-75 Shelton Street London United Kingdom WC2H 9JQ,3.5
LCP INVESTMENT MANAGEMENT LIMITED,15319208,ltd,30-11-2023,[66300],30 Gresse Street Fitzrovia London United Kingdom W1T 1QR,3.5
FIRSTFUND LIMITED,SC687663,ltd,01-02-2021,[66300],7 Montgomery Street Lane Edinburgh United Kingdom EH7 5JT,3.5
SRH INVESTMENTS,SC649378,private-unlimited,11-12-2019,[66300],3 Clairmont Gardens Glasgow Scotland G3 7LW,3.5
LUCIUS CAPITAL LTD,13287847,ltd,24-03-2021,[66300],206 Monument Court Woolners Way Stevenage England SG1 3BT,3.5
COMMON MAGIC LTD,14621487,ltd,27-01-2023,[66300],"Unit 3,  Office A London England EC3R 8EE",3.5
RESONANCE ENTERPRISE INVESTMENT CIC,14399700,ltd,05-10-2022,[66300],The Great Barn 5 Scarne Court Launceston England PL15 9LR,3.0
GLAP DELIVERY COMPANY LIMITED,14106617,ltd,13-05-2022,[66300],Unit 9-12 Jessops Riverside 800 Brightside Lane Sheffield England S9 2RX,3.0
GRO CAPITAL INTERNATIONAL LIMITED,14206786,ltd,30-06-2022,[66300],C/O Stevens & Bolton Llp Wey House Guildford United Kingdom GU1 4YD,3.0
BSIP DELIVERY COMPANY LIMITED,14106720,ltd,13-05-2022,[66300],Unit 9-12 Jessops Riverside 800 Brightside Lane Sheffield England S9 2RX,3.0
ARTCRY LTD,12599165,private-limited-guarant-nsc,13-05-2020,"[66300, 90030]",41 North Gardens Brighton England BN1 3LB,3.0
SCRYPT CAPITAL LIMITED,14261818,ltd,28-07-2022,[66300],4 Stratford House Avenue Bromley England BR1 2WE,3.0
WEDGWOOD FAMILY OFFICE LIMITED,14442767,ltd,25-10-2022,[66300],30 Forest Ridge Keston England BR2 6EQ,3.0
ORBIMED (UK) LIMITED,14358042,ltd,15-09-2022,[66300],"1st Floor West,  Davidson House Reading England RG1 3EU",3.0
MATAM LTD,14369501,ltd,22-09-2022,[66300],The Carriage House Maidstone United Kingdom ME15 6YE,3.0
CC FTF (SCOT) LTD,SC738719,ltd,19-07-2022,[66300],50 Lothian Road Edinburgh Scotland EH3 9WJ,3.0
SPRINGFIELD REIM LIMITED,14191682,ltd,23-06-2022,[66300],Oakwood House Guildford Road Horsham United Kingdom RH12 3JJ,3.0
LAVIDAN LTD,14216057,ltd,05-07-2022,[66300],40 Theobald Street Borehamwood England WD6 4SE,3.0
842 INVESTMENTS,15930977,private-unlimited,02-09-2024,"[64209,66300, 68209]",Brook House Kingswinford DY6 9HS,3.0
P/E INVESTMENTS LTD,14551648,ltd,20-12-2022,[66300],Lakes End Leatherhead England KT22 0DJ,3.0
FORTYSEVEN INVESTMENTS,15924235,private-unlimited,29-08-2024,"[64209,66300, 68209]",Brook House Kingswinford England DY6 9HS,3.0
INET ONE LIMITED,14344713,ltd,08-09-2022,[66300],11 Easter Industrial Park Rainham England RM13 9BP,3.0
GW  PORTFOLIO MANAGEMENT SERVICES LTD,14312423,ltd,23-08-2022,[66300],46 Regal Way Middlesex United Kingdom HA3 0RX,3.0
R & R C BOND (CHURCHILL TYRES) LIMITED,13833973,ltd,07-01-2022,[66300],"1 General Street,  Pocklington Industrial Estate York United Kingdom YO42 1NR",3.0
SUNKARI GROUP LIMITED,14344793,ltd,08-09-2022,[66300],3 Redthorne Grove Kenilworth England CV8 2EF,3.0
BLUE MARBLE WEALTH LTD,SC750094,ltd,11-11-2022,[66300],1 Simonsburn Road Kilmarnock United Kingdom KA1 5LA,3.0
SCOTT JORDAN STAPLETON LIMITED,14485334,ltd,15-11-2022,[66300],Bollin House Wilmslow United Kingdom SK9 1DP,3.0
GLASSHOUSE TEAM MANAGEMENT 1 LTD,14492449,ltd,18-11-2022,[66300],5 Elstree Gate Borehamwood United Kingdom WD6 1JD,3.0
BECKETTS WEALTH LIMITED,14372043,ltd,23-09-2022,[66300],Paradigm House Lower Meadow Road Wilmslow England SK9 3ND,3.0
EARTHMIND CIC,16035853,private-limited-guarant-nsc,23-10-2024,"[62020,66300,81300, 96040]",8 Paynton Road St. Leonards-On-Sea England TN37 7DY,3.0
LEROY PATTERSON LTD,14557817,ltd,27-12-2022,[66300],1 Wren Close Wren Close Gloucester England GL4 4XR,3.0
KANKOM LIMITED,16083097,ltd,15-11-2024,"[66300, 68100]",2 Stonegate Bingley England BD16 4SA,3.0
HZ LIQUIDART LTD,13972638,ltd,12-03-2022,[66300],18 Fairholme Road Manchester England M20 4NT,3.0
FERMAT CAPITAL MANAGEMENT (U.K.) LIMITED,13901791,ltd,08-02-2022,[66300],Victoria House Farnborough GU14 7PG,3.0
NSANCHEZ LIMITED,14296695,ltd,15-08-2022,[66300],C/O Lucia Accounts Partners Concord House Dartford England DA1 1UP,3.0
PETERS FAMILY INVESTMENT COMPANY LIMITED,14307671,ltd,19-08-2022,[66300],4 Reading Road Reading England RG8 7LY,3.0
BLADE INVESTMENTS LIMITED,14375411,ltd,26-09-2022,[66300],Parkhill Business Centre Wetherby United Kingdom LS22 5DZ,3.0
KINSEY MCBAIN CAPITAL MANAGEMENT LTD,15396035,ltd,08-01-2024,"[66110, 66300]",Suite A 82 James Carter Road Bury St. Edmunds England IP28 7DE,3.0
UTREATIBILL LIMITED,17107253,ltd,20-03-2026,"[66220,66300, 82200]",48 Harescombe Drive Gloucester England GL1 3LE,3.0
HASTA PARTNERS LIMITED,17254488,ltd,01-06-2026,"[64303, 66300]",27 Old Gloucester Street London United Kingdom WC1N 3AX,3.0
3K INVESTMENTS LIMITED,13941187,ltd,25-02-2022,[66300],Orchard Bungalow Oakley Green Road Windsor England SL4 4QF,3.0
HOMER PHOENIX LTD,17176015,ltd,23-04-2026,"[64306,66300, 68100]",25 Linden Avenue Kidderminster United Kingdom DY10 3AB,3.0
VIDI SOVEREIGN WEALTH LTD,17171265,ltd,21-04-2026,"[66300, 74909]",71-75 Shelton Street London United Kingdom WC2H 9JQ,3.0
ARINI CAPITAL MANAGEMENT LIMITED,14124097,ltd,23-05-2022,[66300],Centralis 25 Western Avenue Oxfordshire United Kingdom OX14 4SH,3.0
32 DREAMS LIMITED,14067605,ltd,25-04-2022,[66300],65 Strathearn Avenue Twickenham United Kingdom TW2 6JT,3.0
PRIMROSE INDUSTRIES LIMITED,16126918,ltd,09-12-2024,"[46110, 66300]",272 The Tideway Rochester England ME1 3PR,3.0
GOLDTRUCK PEGC LIMITED,14023367,ltd,04-04-2022,[66300],Old School House Honey Lane Maidenhead England SL6 6TG,3.0
THAMARA INVESTMENT LTD,13915231,ltd,14-02-2022,[66300],5 Woodford Close Wigston England LE18 2RS,3.0
BISHOP'S GLEN INVESTMENT PARTNERS LIMITED,SC735498,ltd,14-06-2022,[66300],Mid Village Croft Cairndow Scotland PA27 8DB,3.0
AIM IRELAND LIMITED,14098132,ltd,10-05-2022,[66300],C/O Tlt Llp Bristol England BS1 6TP,3.0
BYNIRI LTD,14005325,ltd,28-03-2022,[66300],Unit 1 Cilmedw Way Llangollen Wales LL20 8AG,3.0
TPT INVESTMENT MANAGEMENT LIMITED,14527587,ltd,07-12-2022,[66300],5th Floor 3 South Brook Street Leeds England LS10 1FT,3.0
AMOL LIFE LTD,15571430,ltd,17-03-2024,"[65300, 66300]",9 Primrose Road Bristol England BS16 7HR,3.0
VERAX CAPITAL LTD,14434708,ltd,21-10-2022,[66300],Unit 8 Stephenson Close Daventry England NN11 8RF,3.0
NEREA LIMITED,16943909,ltd,05-01-2026,"[66120,66300, 96040]",61 Bridge Street Kington United Kingdom HR5 3DJ,3.0
COPIA CAPITAL MANAGEMENT LIMITED,14171823,ltd,14-06-2022,[66300],"2nd Floor,  Royal Mead Bath England BA1 1SR",3.0
AUBREY CAPITAL INTERNATIONAL LIMITED,SC727545,ltd,25-03-2022,[66300],37 Melville Street Edinburgh Scotland EH3 7JF,3.0
HG3 TRADING LTD,15910694,ltd,21-08-2024,"[64991, 66300]",Orchard House Preston Road Preston England PR2 5SD,3.0
ORVEX CAPITAL LIMITED,17388778,ltd,08-08-2026,"[64303, 66300]",37th Floor 1 Canada Square London United Kingdom E14 5AA,3.0
AMB BEREAVEMENT ORGANISATION LTD,14378901,private-limited-guarant-nsc,27-09-2022,"[66300,88990, 96030]",132 Banks Road Birmingham England B10 9PH,3.0
LARCH DELIVERY COMPANY LIMITED,14105633,ltd,13-05-2022,[66300],Unit 9-12 Jessops Riverside 800 Brightside Lane Sheffield England S9 2RX,3.0
REGENERATE EUROPEAN SUSTAINABLE AGRICULTURE CI GENERAL PARTNER LIMITED,SC749649,ltd,08-11-2022,[66300],13 Queen's Road Aberdeen United Kingdom AB15 4YL,3.0
SUNKARI INVESTMENTS LIMITED,14344975,ltd,08-09-2022,[66300],3 Redthorne Grove Kenilworth England CV8 2EF,3.0
4L CAPITAL LIMITED,14218319,ltd,06-07-2022,[66300],69 Aberdeen Avenue Cambridge CB2 8DL,3.0
CHILTERN OAK LTD,14406591,ltd,09-10-2022,[66300],"H J P Chartered,  Audley House Berkhamsted United Kingdom HP4 1EH",3.0
ROBERT CHRISTOPHER INVESTMENTS LIMITED,13865851,ltd,23-01-2022,[66300],41 Harwell Road Poole England BH17 0BD,3.0
GREAT OAK FINANCIAL PLANNING LTD,13867354,ltd,24-01-2022,[66300],28 Ternata Drive Monmouth Wales NP25 5UY,3.0
ANALYTICAL DATA LTD,14325816,ltd,30-08-2022,[66300],C/O Aardvark Accounting 1 Cedar Office Park Wimborne England BH21 7SB,3.0
VERLOG INVESTMENTS,SC680832,private-unlimited,13-11-2020,[66300],Exchange House Glasgow G1 3AG,3.0
CONCRETE VC I (OPCO) LTD,13891770,ltd,03-02-2022,[66300],Lytchett House 13 Freeland Park Poole United Kingdom BH16 6FA,3.0
DIVINUS INVESTMENTS LIMITED,13900267,ltd,08-02-2022,[66300],355 Beake Avenue Coventry England CV6 2HL,3.0
SENTINEL ONE HOLDINGS LTD,13966230,ltd,09-03-2022,[66300],3 Stone Gables Chard England TA20 2ET,3.0
SCOTT ESTATE CAPITAL LIMITED,13845633,ltd,13-01-2022,[66300],Orchard Hill Farmhouse Kingston Wareham United Kingdom BH20 5LP,3.0
COLLECO LIMITED,16112927,ltd,02-12-2024,"[66300, 68320]",8 Home Farm Wantage United Kingdom OX12 8PD,3.0
ARLINGTON DEVELOPMENT MANAGEMENT LIMITED,16112909,ltd,02-12-2024,"[66300, 68320]",8 Home Farm Wantage United Kingdom OX12 8PD,3.0
EVERGREEN INVESTMENT MANAGEMENT LTD,16045670,ltd,28-10-2024,"[64303, 66300]",334 Slade Lane Manchester United Kingdom M19 2BL,3.0
RACINE DEVELOPMENTS LONDON LTD,16002467,ltd,07-10-2024,"[66300, 68100]",56 Oldham Road Ashton-Under-Lyne United Kingdom OL6 7AP,3.0
YORK CORPORATION UK LTD,14412184,ltd,11-10-2022,[66300],56 Oldham Road Ashton-Under-Lyne United Kingdom OL6 7AP,3.0
JFW AGRITECH LTD,13959882,ltd,07-03-2022,[66300],The Coach House Woodbridge United Kingdom IP13 8LA,3.0
RIPPLE CAPITAL LTD,16151366,ltd,24-12-2024,"[64301, 66300]",26 Greens Road Cambridge England CB4 3EF,3.0
YK LIQUID CONCEPTS LTD,13972618,ltd,12-03-2022,[66300],22 Hawthorn Drive Manchester England M19 1GZ,3.0
WHH PARTNERS LTD,14397454,ltd,04-10-2022,[66300],Hastingwood Business Park Wood Lane Birmingham England B24 9QR,3.0
BROADSHAW LIMITED,14316358,ltd,24-08-2022,[66300],Academy House Bridgend United Kingdom CF31 1JF,3.0
NARROW WATER PARTNERS LTD,13848062,ltd,13-01-2022,[66300],Marvan Court Teddington England TW11 8LZ,3.0
INITIATOR VC CIC,15595038,ltd,26-03-2024,"[66300, 88100]",Dixcart House Addlestone Road Addlestone England KT15 2LE,3.0
LLOYD ASSET MANAGEMENT LTD,13911126,ltd,11-02-2022,[66300],35 Charnwood Road Loughborough England LE12 9QE,3.0
LURABUS,SC680836,private-unlimited,13-11-2020,[66300],10b Kirklee Road Glasgow Scotland G12 0ST,3.0
RUSSELL GROUPS PVT LTD,17048896,ltd,23-02-2026,"[66110, 66300]",54 Vicentia Court London United Kingdom SW11 3GY,3.0
ALPINISTA LIMITED,14513928,ltd,29-11-2022,[66300],Hayfield House Park Wall Lane Reading England RG8 8NE,3.0
WEST KIRBY CORPORATION LTD.,17117381,ltd,26-03-2026,"[66300,68320, 98000]",122 Ennisdale Drive Wirral United Kingdom CH48 9UB,3.0
AZURITE CONSULTANCY LTD,14320950,ltd,26-08-2022,[66300],14320950 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH,3.0
GODSWILL FOUNDATION,15416540,private-limited-guarant-nsc-limited-exemption,16-01-2024,"[64205,64301,64304, 66300]",Adamson House Manchester England M20 2YY,3.0
VINEYARD PARTNERSHIP LTD,17232246,ltd,20-05-2026,"[64301, 66300]",10 Bell Lane London United Kingdom TW1 3NU,3.0
BLANCHE ASSET MANAGEMENT LIMITED,17132627,ltd,01-04-2026,"[64304, 66300]",258 Liverpool Road London England N1 1LG,3.0
LINK ITEN LIMITED,17208197,ltd,08-05-2026,"[66300, 93199]",Flat 124 Addison House Grove End Road London England NW8 9EJ,3.0
CUBE'S HOLDING LTD,17219790,ltd,14-05-2026,"[64301, 66300]",128 City Road London United Kingdom EC1V 2NX,3.0
LIVING PLANIT LTD,17266851,ltd,08-06-2026,"[64303, 66300]",2 Long Walk London England SE1 3NQ,3.0
PERPETUAL CAPITAL LTD,17264784,ltd,05-06-2026,"[66300, 77400]",128 City Road London United Kingdom EC1V 2NX,3.0
QUARTERSTAFF CAPITAL LIMITED,17154028,ltd,13-04-2026,"[64303, 66300]",167-169 Great Portland Street London England W1W 5PF,3.0
CIBUS VITORIA LIMITED,17353251,ltd,21-07-2026,"[64205, 66300]",4 Sloane Terrace London England SW1X 9DQ,3.0
VECTOR SPACE VENTURES LTD,17389796,ltd,10-08-2026,"[64303, 66300]",62 Lillie Road London England SW6 1TN,3.0
INFINITY PRIVE FX LTD,13957254,ltd,05-03-2022,[66300],63 Nutfield Road Merstham United Kingdom RH1 3ER,3.0
ATU INVESTMENTS LTD.,14197174,ltd,27-06-2022,[66300],81 Grotto Road South Shields United Kingdom NE34 7AQ,3.0
KX ASSET MANAGEMENT LTD,14356017,ltd,14-09-2022,[66300],117 Viglen House Business Centre Wembley England HA0 1HD,3.0
WFIP LIMITED,14082488,ltd,03-05-2022,[66300],9 Elms Road Fleet England GU51 3EG,3.0
IRONBARK INVESTMENT PARTNERS (UK) LTD,14137415,ltd,27-05-2022,[66300],1 Chamberlain Square Cs Birmingham United Kingdom B3 3AX,3.0
ENDLESS PRIVATE CAPITAL LIMITED,14253381,ltd,25-07-2022,[66300],Ground Floor Leeds England LS1 2HL,3.0
MAIA INVESTMENTS LIMITED,14186298,ltd,21-06-2022,[66300],"C/O Langtons 11th Floor,  The Plaza Liverpool United Kingdom L3 9QJ",3.0
ACCUR CAPITAL LTD,14221377,ltd,07-07-2022,[66300],"Unit A,  82 James Carter Road Mildenhall United Kingdom null",3.0
HEDGEHOPE LIMITED,14170571,ltd,14-06-2022,[66300],Cairnfold House Northumberland United Kingdom NE71 6QT,3.0
SRE PORTFOLIO MANAGEMENT LTD,14198371,ltd,27-06-2022,[66300],57 Berkeley Waye Hounslow United Kingdom TW5 9HJ,3.0
CASEYS HOLDINGS LIMITED,14527570,ltd,07-12-2022,[66300],24b Orgreave Crescent Sheffield England S13 9NQ,3.0
P/E GLOBAL LTD,14551699,ltd,20-12-2022,[66300],Lakes End Leatherhead England KT22 0DJ,3.0
NICHE INVESTMENT MANAGEMENT LIMITED,14531833,ltd,09-12-2022,[66300],Paradigm House Lower Meadow Road Wilmslow United Kingdom SK9 3ND,3.0
HARPIN FINCO LIMITED,14541666,ltd,14-12-2022,[66300],"The Estate Office The Priory Estate Nun Monkton,  York United Kingdom YO26 8ES",3.0
EASTBOROUGH PARTNERS UK LIMITED,14217529,ltd,06-07-2022,[66300],C/O Aspreys Accountants No 5 The Heights Weybridge England KT13 0NY,3.0
MITCHELL & MITCHELL ASSET MANAGEMENT LTD,14011694,ltd,30-03-2022,[66300],1 Churchill Court Westerham England TN16 1BT,3.0
BRITANNIA RESEARCH LTD,14249101,ltd,21-07-2022,[66300],"Shepherd Accountants Ltd 20 Lintot Square,  Fairbank Road Horsham United Kingdom RH13 9LA",3.0
KASM CAPITAL LTD,14447639,ltd,27-10-2022,[66300],Duken Lane Cottage Duken Lane Bridgnorth United Kingdom WV15 6EA,3.0
NEWTON GROVE HOLDINGS,14268361,private-unlimited,01-08-2022,[66300],7 Marlborough Crescent London W4 1HE,3.0
OPAL FINANCIALS COMMERCIAL SOLUTIONS LTD,13888203,ltd,02-02-2022,[66300],St Mary's House Crewe Road Stoke-On-Trent United Kingdom ST7 2EW,3.0
AUFIN LIMITED,SC734565,ltd,06-06-2022,[66300],55 Blythswood St Glasgow Scotland G2 7AT,3.0
BAINS CAPITAL LIMITED,14070147,ltd,26-04-2022,[66300],35 Berkeley Square Berkeley Suite Mayfair England W1J 5BF,3.0
SEEDAR FINANCE LIMITED,16084747,ltd,18-11-2024,"[64929, 66300]",274 Breedon Street Nottingham England NG10 4FD,3.0
BLUE HAVEN ASSETS LIMITED,14444996,ltd,26-10-2022,[66300],Lakeview House Billericay United Kingdom CM12 0EQ,3.0
CLEVER INVESTMENT MANAGEMENT LTD,13850171,ltd,14-01-2022,[66300],Watergate House Chester United Kingdom CH1 2LF,3.0
CHEAFRICA LIMITED,11211185,private-limited-guarant-nsc,19-02-2018,[66300],Century House Northampton United Kingdom NN4 7HD,3.0
PURPLEYE INVESTMENTS LTD,13989763,ltd,19-03-2022,[66300],1 Wern Road Ammanford Wales SA18 1LN,3.0
IONA STAR CAPITAL LIMITED,NI695663,ltd,23-03-2023,[66300],Floor 8 City Exchange Belfast United Kingdom BT1 4LS,2.5
WMCA JV LIMITED,14734682,ltd,16-03-2023,[66300],16 Summer Lane Birmingham England B19 3SD,2.5
EASY GIVING LTD,14838343,ltd,01-05-2023,[66300],34 Oak Wood Road Wetherby England LS22 7QY,2.5
WISTON CAPITAL LIMITED,14953453,ltd,22-06-2023,[66300],22 Friars Street Sudbury England CO10 2AA,2.5
MANNERSTON INVESTMENTS LIMITED,SC778442,ltd,08-08-2023,[66300],38 Mannerston Holdings Linlithgow United Kingdom EH49 7ND,2.5
DELULU LIMITED,15072347,ltd,15-08-2023,[66300],Flat 205 5 Barking Wharf Square Barking England IG11 7HZ,2.5
FIRSTPOINT MERCANTILE (EU) LTD,15110960,ltd,03-09-2023,[66300],81 Lowfield Street Dartford United Kingdom DA1 1HP,2.5
EG AIFM LTD,15112956,ltd,04-09-2023,[66300],Felcourt Farm East Grinstead England RH19 2LQ,2.5
FIRSTPOINT MERCANTILE (UK) LTD,15110959,ltd,03-09-2023,[66300],81 Lowfield Street Dartford United Kingdom DA1 1HP,2.5
FIRSTPOINT INTERNATIONAL INCORPORATED (UK) LIMITED,15102700,ltd,29-08-2023,[66300],81 Lowfield Street Dartford United Kingdom DA1 1HP,2.5
GRAMPIAN ALBA LIMITED,SC619116,private-limited-guarant-nsc,24-01-2019,[66300],Blackwood House Aberdeen AB10 6XU,2.5
REZONATE MUSIC RIGHTS LIMITED,15210282,ltd,13-10-2023,[66300],Lifford Hall Lifford Lane Birmingham United Kingdom B30 3JN,2.5
HECLA INVESTMENTS LIMITED,15173204,ltd,28-09-2023,[66300],Pipers Wood Mackies Hill Guildford England GU5 9RH,2.5
GREENMOND,13776194,private-unlimited,01-12-2021,[66300],1 Chamberlain Square Cs Birmingham England B3 3AX,2.5
USQUE LTD,15314252,ltd,28-11-2023,[66300],97 Alderley Road Wilmslow England SK9 1PT,2.5
ATS CAPITAL LIMITED,15290362,ltd,16-11-2023,[66300],Milcombe House Mill Hill Brentwood England CM15 8EU,2.5
VALLANCE PLACE LIMITED,15039133,ltd,31-07-2023,[66300],Flat 2 4 Prospect Mews Reading England RG1 7NN,2.5
LONDON CAPITAL RETURNS LTD,15167561,ltd,26-09-2023,[66300],3 Church Street Hook United Kingdom RG29 1LU,2.5
GC UNITED,13772975,private-unlimited,30-11-2021,[66300],1 Chamberlain Square Cs Birmingham England B3 3AX,2.5
ODYSSEY VC (UK) LIMITED,15259437,ltd,03-11-2023,[66300],Park House Farm Fernhurst United Kingdom GU27 3JP,2.5
HARPIN ENTERPRISES LIMITED,14834232,ltd,28-04-2023,[66300],Estate Office The Priory Estate York United Kingdom YO26 8ES,2.5
VALINOR WEALTH LIMITED,SC862075,ltd,08-09-2025,"[64301, 66300]",114 Primrose Avenue Dunfermline Scotland KY11 2TZ,2.5
ATS FINANCIAL SERVICES AND CONSULTANCY LIMITED,16715936,ltd,14-09-2025,"[66300, 69201]",25 Sheerness Street Manchester England M18 8TY,2.5
CLAUDE BOSI INVESTMENTS LTD,15082091,ltd,18-08-2023,[66300],Studio I1c Witan Studios Milton Keynes England MK9 1EF,2.5
